year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2018	12621	3	120	Carroll (WI)	-	Opponent Totals	-	-	-	38	28	104	263	129	168	2	14	""	""	""	1640:00	21	1.152	47	0.691	7	""	""	""	4	111	6	""
2018	12621	3	121	Carthage	-	TEAM	-	-	-	1	""	2	""	1	216	""	2	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	1
2018	12621	3	121	Carthage	-	Totals	-	-	-	45	40	130	360	166	228	2	39	""	""	""	2044:30	31	1.365	68	0.687	5	""	""	""	5	131	9	""
2018	12621	3	121	Carthage	-	Opponent Totals	-	-	-	31	24	86	214	98	268	3	43	""	""	""	2044:30	45	1.981	128	0.740	5	""	""	""	1	69	1	""
2018	12621	3	123	Castleton	-	TEAM	-	-	-	""	""	0	""	""	160	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	123	Castleton	-	Totals	-	-	-	52	36	140	364	178	168	1	13	""	""	""	1848:57	21	1.022	86	0.804	9	""	""	""	2	98	3	""
2018	12621	3	123	Castleton	-	Opponent Totals	-	-	-	21	13	55	235	107	242	5	23	""	""	""	1848:57	52	2.531	123	0.703	3	""	""	3	""	76	""	""
2018	12621	3	124	Catholic	-	TEAM	-	-	-	""	""	0	""	""	201	1	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	124	Catholic	-	Totals	-	-	-	24	15	63	291	112	216	3	24	""	""	""	1845:27	18	0.878	80	0.816	7	""	""	""	1	96	1	""
2018	12621	3	124	Catholic	-	Opponent Totals	-	-	-	18	9	45	204	98	241	1	18	""	""	""	1845:27	24	1.170	88	0.786	9	""	""	""	1	72	2	""
2018	12621	3	23624	Cazenovia	-	TEAM	-	-	-	""	""	0	""	""	99	""	""	""	2	""	""	0	""	8	1.000	""	""	""	""	""	""	""	""
2018	12621	3	23624	Cazenovia	-	Totals	-	-	-	40	32	112	248	150	125	""	24	""	""	""	1440:00	33	2.062	131	0.799	6	""	""	""	1	63	1	""
2018	12621	3	23624	Cazenovia	-	Opponent Totals	-	-	-	36	20	92	270	167	157	""	20	""	""	""	1444:18	39	2.430	110	0.738	1	""	""	""	2	77	4	""
2018	12621	3	125	Centenary (LA)	-	TEAM	-	-	-	""	""	0	""	""	224	""	""	""	5	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	3	125	Centenary (LA)	-	Totals	-	-	-	20	16	56	173	79	224	4	29	""	""	""	1794:39	57	2.858	143	0.715	1	""	""	""	1	63	1	""
2018	12621	3	125	Centenary (LA)	-	Opponent Totals	-	-	-	57	49	163	452	200	206	""	19	""	""	""	1794:39	20	1.003	59	0.747	9	""	""	""	4	123	5	""
2018	12621	3	12884	Centenary (NJ)	-	TEAM	-	-	-	""	""	0	""	""	171	""	""	""	2	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	3	12884	Centenary (NJ)	-	Totals	-	-	-	41	33	115	335	158	181	""	24	""	""	""	1550:00	26	1.510	79	0.752	7	""	""	""	3	113	3	""
2018	12621	3	12884	Centenary (NJ)	-	Opponent Totals	-	-	-	26	21	73	225	105	158	4	23	""	""	""	1550:00	41	2.381	115	0.737	3	""	""	2	2	77	3	""
2018	12621	3	126	Central (IA)	-	TEAM	-	-	-	1	""	2	""	1	133	1	2	""	3	""	""	0	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	126	Central (IA)	-	Totals	-	-	-	40	28	108	264	106	148	2	11	""	""	""	1469:05	19	1.164	52	0.732	6	""	""	""	2	85	2	""
2018	12621	3	126	Central (IA)	-	Opponent Totals	-	-	-	19	14	52	188	71	154	""	24	""	""	""	1469:05	40	2.451	66	0.623	""	""	""	""	3	81	3	""
2018	12621	3	132	Centre	-	TEAM	-	-	-	1	""	2	""	1	232	""	3	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	132	Centre	-	Totals	-	-	-	45	37	127	332	157	251	1	44	""	""	""	1756:44	16	0.820	57	0.781	8	""	""	""	1	117	1	""
2018	12621	3	132	Centre	-	Opponent Totals	-	-	-	16	11	43	211	73	214	1	29	""	""	""	1756:44	45	2.305	112	0.713	4	""	""	""	2	65	3	""
2018	12621	3	134	Chapman	-	TEAM	-	-	-	""	""	0	1	""	181	""	""	""	1	""	""	0	""	""	""	""	""	""	1	""	""	""	""
2018	12621	3	134	Chapman	-	Totals	-	-	-	29	16	74	289	113	242	2	29	""	""	""	1770:00	22	1.119	76	0.776	7	""	""	1	""	109	1	""
2018	12621	3	134	Chapman	-	Opponent Totals	-	-	-	22	15	59	200	99	220	1	31	""	""	""	1770:00	29	1.475	84	0.743	4	""	""	""	2	60	2	""
2018	12621	3	137	Chicago	-	TEAM	-	-	-	""	""	0	""	""	202	""	2	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	137	Chicago	-	Totals	-	-	-	48	45	141	310	134	202	""	21	""	""	""	1627:51	12	0.663	42	0.778	8	""	""	""	3	99	4	""
2018	12621	3	137	Chicago	-	Opponent Totals	-	-	-	12	10	34	146	54	234	2	29	""	""	""	1627:51	48	2.654	86	0.642	2	""	""	""	""	58	1	""
2018	12621	3	139	Chris. Newport	-	TEAM	-	-	-	2	""	4	""	2	187	""	3	""	3	""	""	0	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	139	Chris. Newport	-	Totals	-	-	-	66	50	182	366	180	209	""	28	""	""	""	1644:37	19	1.040	45	0.703	6	""	""	""	7	89	7	""
2018	12621	3	139	Chris. Newport	-	Opponent Totals	-	-	-	19	12	50	128	64	270	2	40	""	""	""	1644:37	66	3.612	114	0.633	""	""	""	""	1	63	1	""
2018	12621	3	142	Claremont-M-S	-	TEAM	-	-	-	""	""	0	""	""	157	""	2	""	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""
2018	12621	3	142	Claremont-M-S	-	Totals	-	-	-	21	14	56	217	101	197	5	28	""	""	""	1480:08	25	1.520	58	0.699	3	""	""	1	""	95	1	""
2018	12621	3	142	Claremont-M-S	-	Opponent Totals	-	-	-	25	22	72	187	84	172	2	30	""	""	""	1480:08	21	1.277	80	0.792	5	""	""	1	1	74	1	""
2018	12621	3	145	Clark (MA)	-	TEAM	-	-	-	""	""	0	2	2	171	""	""	""	1	""	""	0	""	1	1.000	""	""	""	2	""	""	""	""
2018	12621	3	145	Clark (MA)	-	Totals	-	-	-	36	27	99	289	139	195	""	15	""	""	""	1795:22	30	1.504	119	0.799	5	""	""	6	1	107	1	""
2018	12621	3	145	Clark (MA)	-	Opponent Totals	-	-	-	30	21	81	302	154	220	""	23	""	""	""	1795:22	36	1.805	100	0.735	3	""	""	5	4	88	5	""
2018	12621	3	958	Clarks Summit	-	TEAM	-	-	-	""	""	0	""	""	68	""	""	""	3	""	""	0	""	10	1.000	""	""	""	""	""	""	""	""
2018	12621	3	958	Clarks Summit	-	Totals	-	-	-	23	15	61	191	91	144	""	8	""	""	""	1526:54	52	3.065	133	0.719	2	""	""	2	2	52	2	""
2018	12621	3	958	Clarks Summit	-	Opponent Totals	-	-	-	53	37	143	370	189	227	3	22	""	""	""	1522:36	20	1.182	68	0.773	5	""	""	""	1	118	1	""
2018	12621	3	146	Clarkson	-	TEAM	-	-	-	""	""	0	""	""	197	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	146	Clarkson	-	Totals	-	-	-	21	16	58	207	106	197	1	22	""	""	""	1674:39	22	1.182	68	0.756	4	""	""	""	2	103	3	""
2018	12621	3	146	Clarkson	-	Opponent Totals	-	-	-	22	17	61	208	90	195	""	25	""	""	""	1674:39	21	1.129	85	0.802	5	""	""	""	""	77	1	""
2018	12621	3	722	Coast Guard	-	TEAM	-	-	-	2	""	4	""	2	243	""	1	""	2	""	""	0	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	722	Coast Guard	-	Totals	-	-	-	26	21	73	271	122	249	""	15	""	""	""	1707:49	11	0.580	43	0.796	11	""	""	""	""	92	""	""
2018	12621	3	722	Coast Guard	-	Opponent Totals	-	-	-	11	10	32	140	54	244	""	19	""	""	""	1707:49	26	1.370	96	0.787	4	""	""	""	""	67	""	""
2018	12621	3	30083	Cobleskill St.	-	TEAM	-	-	-	""	""	0	""	""	230	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	30083	Cobleskill St.	-	Totals	-	-	-	26	22	74	240	139	258	3	33	""	""	""	1699:11	33	1.748	64	0.660	2	""	""	""	1	78	1	""
2018	12621	3	30083	Cobleskill St.	-	Opponent Totals	-	-	-	33	17	83	205	97	230	1	26	""	""	""	1699:11	26	1.377	113	0.813	6	""	""	""	4	87	4	""
2018	12621	3	150	Coe	-	TEAM	-	-	-	""	""	0	""	2	160	""	""	""	4	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	150	Coe	-	Totals	-	-	-	14	8	36	106	50	178	1	25	""	""	""	1502:07	41	2.457	113	0.734	3	""	""	""	4	35	5	""
2018	12621	3	150	Coe	-	Opponent Totals	-	-	-	41	25	107	317	154	192	1	20	""	""	""	1502:07	14	0.839	36	0.720	8	""	""	""	3	95	3	""
2018	12621	3	151	Colby	-	TEAM	-	-	-	""	""	0	""	""	102	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	151	Colby	-	Totals	-	-	-	17	13	47	185	92	143	""	6	""	""	""	1321:15	12	0.817	67	0.848	4	""	""	2	1	76	1	""
2018	12621	3	151	Colby	-	Opponent Totals	-	-	-	12	12	36	175	81	131	""	6	""	""	""	1276:15	17	1.199	74	0.813	7	""	""	1	1	93	1	""
2018	12621	3	152	Colby-Sawyer	-	TEAM	-	-	-	1	""	2	""	1	127	""	2	""	2	""	""	0	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	152	Colby-Sawyer	-	Totals	-	-	-	44	32	120	283	139	176	2	21	""	""	""	1638:13	26	1.428	86	0.768	5	""	""	""	3	159	3	""
2018	12621	3	152	Colby-Sawyer	-	Opponent Totals	-	-	-	26	21	73	230	112	190	""	17	""	""	""	1638:13	44	2.417	95	0.683	4	""	""	2	3	72	3	""
2018	12621	3	154	Colorado Col.	-	TEAM	-	-	-	""	""	0	""	""	242	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	154	Colorado Col.	-	Totals	-	-	-	27	25	79	328	132	242	""	29	""	""	""	1902:28	13	0.615	75	0.852	10	""	""	""	1	141	2	""
2018	12621	3	154	Colorado Col.	-	Opponent Totals	-	-	-	13	12	38	202	88	239	2	32	""	""	""	1902:28	27	1.277	105	0.795	8	""	""	""	""	91	2	""
2018	12621	3	24400	Concordia (TX)	-	TEAM	-	-	-	1	""	2	""	1	128	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	24400	Concordia (TX)	-	Totals	-	-	-	26	18	70	236	110	128	""	12	""	""	""	1373:38	16	1.048	42	0.724	3	""	""	""	2	66	4	""
2018	12621	3	24400	Concordia (TX)	-	Opponent Totals	-	-	-	16	11	43	140	58	160	1	30	""	""	""	1373:38	26	1.704	84	0.764	2	""	""	""	""	54	""	""
2018	12621	3	160	Concordia Chicago	-	TEAM	-	-	-	""	""	0	""	""	207	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	160	Concordia Chicago	-	Totals	-	-	-	19	9	47	175	90	221	1	31	""	""	""	1467:24	47	2.883	116	0.712	2	""	""	""	3	63	6	""
2018	12621	3	160	Concordia Chicago	-	Opponent Totals	-	-	-	47	28	122	321	163	185	""	30	""	""	""	1467:24	19	1.165	71	0.789	6	""	""	""	4	88	6	""
2018	12621	3	1036	Concordia Wisconsin	-	TEAM	-	-	-	""	""	0	""	""	188	""	""	""	5	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1036	Concordia Wisconsin	-	Totals	-	-	-	56	44	156	376	183	188	2	30	""	""	""	1665:38	23	1.243	59	0.720	5	""	""	""	3	105	4	""
2018	12621	3	1036	Concordia Wisconsin	-	Opponent Totals	-	-	-	23	13	59	206	82	224	2	22	""	""	""	1665:38	56	3.026	127	0.694	2	""	""	""	""	69	""	""
2018	12621	3	161	Concordia-M'head	-	TEAM	-	-	-	""	""	0	""	""	103	""	1	""	3	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	3	161	Concordia-M'head	-	Totals	-	-	-	21	21	63	149	77	226	1	33	""	""	""	1546:05	36	2.096	67	0.650	2	""	""	1	3	67	3	""
2018	12621	3	161	Concordia-M'head	-	Opponent Totals	-	-	-	36	28	100	201	103	224	4	21	""	""	""	1591:05	21	1.188	56	0.727	3	""	""	1	5	89	6	""
2018	12621	3	163	Connecticut Col.	-	TEAM	-	-	-	1	""	2	""	1	133	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	163	Connecticut Col.	-	Totals	-	-	-	31	34	96	199	99	142	""	7	""	""	""	1466:57	10	0.614	78	0.886	8	""	""	""	1	90	1	""
2018	12621	3	163	Connecticut Col.	-	Opponent Totals	-	-	-	10	6	26	161	88	166	""	8	""	""	""	1511:57	31	1.845	68	0.687	5	""	""	""	1	58	1	""
2018	12621	3	166	Cornell College	-	TEAM	-	-	-	""	""	0	""	1	199	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	166	Cornell College	-	Totals	-	-	-	27	15	69	221	101	199	3	23	""	""	""	1652:06	30	1.634	81	0.730	4	""	""	""	7	66	7	""
2018	12621	3	166	Cornell College	-	Opponent Totals	-	-	-	30	21	81	246	107	192	2	25	""	""	""	1652:06	27	1.471	78	0.743	5	""	""	""	5	107	6	""
2018	12621	3	30111	Covenant	-	TEAM	-	-	-	""	""	0	""	""	279	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	30111	Covenant	-	Totals	-	-	-	37	23	97	327	147	279	1	24	""	""	""	2056:45	36	1.575	111	0.755	6	""	""	""	2	106	2	""
2018	12621	3	30111	Covenant	-	Opponent Totals	-	-	-	36	29	101	321	146	232	""	30	""	""	""	2056:45	37	1.619	110	0.748	6	""	""	""	2	89	3	""
2018	12621	3	30035	Crown (MN)	-	TEAM	-	-	-	""	""	0	""	""	140	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	30035	Crown (MN)	-	Totals	-	-	-	15	8	38	155	80	148	3	10	""	""	""	1590:00	36	2.038	147	0.803	3	""	""	""	1	40	3	""
2018	12621	3	30035	Crown (MN)	-	Opponent Totals	-	-	-	36	27	99	375	183	148	2	11	""	""	""	1590:00	15	0.849	65	0.812	8	""	""	""	2	133	6	""
2018	12621	3	170	Curry	-	TEAM	-	-	-	""	""	0	""	""	210	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	170	Curry	-	Totals	-	-	-	32	23	87	331	152	259	4	26	""	""	""	1836:26	26	1.274	98	0.790	5	""	""	""	3	127	3	""
2018	12621	3	170	Curry	-	Opponent Totals	-	-	-	26	21	73	250	124	236	2	19	""	""	""	1836:26	32	1.568	119	0.788	10	""	""	1	""	82	1	""
2018	12621	3	1059	D'Youville	-	TEAM	-	-	-	""	""	0	""	""	183	1	1	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	1059	D'Youville	-	Totals	-	-	-	18	12	48	186	86	183	1	20	""	""	""	1566:01	38	2.184	107	0.738	1	""	""	""	""	74	1	""
2018	12621	3	1059	D'Youville	-	Opponent Totals	-	-	-	37	27	101	312	144	173	""	12	""	""	""	1566:01	18	1.034	68	0.791	7	""	""	""	2	83	2	""
2018	12621	3	1044	Dallas	-	TEAM	-	-	-	""	""	0	""	""	232	""	""	""	6	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1044	Dallas	-	Totals	-	-	-	44	37	125	361	159	232	""	23	""	""	""	1789:06	21	1.056	63	0.750	7	""	""	""	2	82	2	""
2018	12621	3	1044	Dallas	-	Opponent Totals	-	-	-	21	16	58	238	84	250	3	28	""	""	""	1789:06	44	2.213	115	0.723	2	""	""	""	1	89	1	""
2018	12621	3	177	DePauw	-	TEAM	-	-	-	""	""	0	""	""	192	""	1	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	177	DePauw	-	Totals	-	-	-	21	18	60	188	76	201	1	22	""	""	""	1530:00	20	1.176	59	0.747	5	""	""	""	1	77	2	""
2018	12621	3	177	DePauw	-	Opponent Totals	-	-	-	20	14	54	194	79	230	2	32	""	""	""	1530:00	21	1.235	54	0.720	7	""	""	1	1	71	1	""
2018	12621	3	20	DeSales	-	TEAM	-	-	-	""	""	0	""	""	221	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	20	DeSales	-	Totals	-	-	-	34	20	88	277	137	255	1	22	""	""	""	1958:35	13	0.597	98	0.883	12	""	""	""	6	118	7	""
2018	12621	3	20	DeSales	-	Opponent Totals	-	-	-	13	5	31	238	111	237	1	28	""	""	""	1958:35	34	1.562	102	0.750	4	""	""	1	3	106	3	""
2018	12621	3	30219	Dean	-	TEAM	-	-	-	2	""	4	""	2	120	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	30219	Dean	-	Totals	-	-	-	39	23	101	307	141	143	1	22	""	""	""	1300:00	10	0.692	60	0.857	6	""	""	1	4	83	7	""
2018	12621	3	30219	Dean	-	Opponent Totals	-	-	-	10	8	28	139	71	154	""	21	""	""	""	1300:00	39	2.700	100	0.719	1	""	""	2	""	39	""	""
2018	12621	3	1050	Defiance	-	TEAM	-	-	-	""	""	0	""	""	187	""	3	""	6	""	""	0	""	16	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1050	Defiance	-	Totals	-	-	-	35	30	100	228	125	239	""	32	""	""	""	1650:22	30	1.636	130	0.812	6	""	""	""	1	76	2	""
2018	12621	3	1050	Defiance	-	Opponent Totals	-	-	-	30	22	82	323	161	184	""	17	""	""	""	1634:33	35	1.927	88	0.715	4	""	""	""	2	113	2	""
2018	12621	3	179	Delaware Valley	-	TEAM	-	-	-	2	""	4	""	2	151	""	1	""	4	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	3	179	Delaware Valley	-	Totals	-	-	-	22	16	60	153	74	151	1	16	""	""	""	1538:18	47	2.750	102	0.685	4	""	""	""	""	60	""	""
2018	12621	3	179	Delaware Valley	-	Opponent Totals	-	-	-	47	33	127	263	149	114	""	12	""	""	""	1538:18	22	1.287	52	0.703	8	""	""	""	4	87	4	""
2018	12621	3	182	Denison	-	TEAM	-	-	-	""	""	0	""	""	189	""	2	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	182	Denison	-	Totals	-	-	-	25	18	68	211	88	198	""	20	""	""	""	1690:00	23	1.225	90	0.796	7	""	""	""	2	91	2	""
2018	12621	3	182	Denison	-	Opponent Totals	-	-	-	23	17	63	263	113	210	1	14	""	""	""	1690:00	25	1.331	62	0.713	7	""	""	1	2	90	2	""
2018	12621	3	185	Dickinson	-	TEAM	-	-	-	""	""	0	""	""	265	""	1	""	3	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	185	Dickinson	-	Totals	-	-	-	43	27	113	247	126	265	""	35	""	""	""	1782:21	25	1.262	79	0.760	7	""	""	""	1	77	4	""
2018	12621	3	185	Dickinson	-	Opponent Totals	-	-	-	25	16	66	231	104	241	2	33	""	""	""	1782:21	43	2.171	83	0.659	5	""	""	""	4	93	4	""
2018	12621	3	1332	Dominican (IL)	-	TEAM	-	-	-	""	""	0	""	""	108	""	1	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1332	Dominican (IL)	-	Totals	-	-	-	66	70	202	344	163	222	2	21	""	""	""	1629:39	24	1.325	59	0.711	1	""	""	""	6	130	8	""
2018	12621	3	1332	Dominican (IL)	-	Opponent Totals	-	-	-	24	18	66	191	83	289	4	34	""	""	""	1629:39	66	3.645	97	0.595	2	""	""	""	4	64	4	""
2018	12621	3	190	Drew	-	TEAM	-	-	-	2	""	4	""	2	264	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	190	Drew	-	Totals	-	-	-	71	51	193	441	194	271	2	27	""	""	""	1833:30	12	0.589	70	0.854	10	""	""	""	2	128	5	""
2018	12621	3	190	Drew	-	Opponent Totals	-	-	-	12	4	28	207	82	247	1	29	""	""	""	1833:30	71	3.485	123	0.634	1	""	""	""	2	71	3	""
2018	12621	3	192	Dubuque	-	TEAM	-	-	-	1	""	2	""	1	215	""	""	""	3	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	192	Dubuque	-	Totals	-	-	-	28	19	75	273	109	215	3	29	""	""	""	1600:00	22	1.238	75	0.773	6	""	""	""	""	88	""	""
2018	12621	3	192	Dubuque	-	Opponent Totals	-	-	-	22	21	65	228	97	165	1	20	""	""	""	1600:00	28	1.575	81	0.743	5	""	""	""	3	95	3	""
2018	12621	3	195	Earlham	-	TEAM	-	-	-	""	""	0	""	""	49	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	195	Earlham	-	Totals	-	-	-	13	5	31	193	74	166	""	17	""	""	""	1550:53	41	2.379	77	0.653	1	""	""	2	""	76	""	""
2018	12621	3	195	Earlham	-	Opponent Totals	-	-	-	41	37	119	248	119	171	""	9	""	""	""	1550:53	13	0.754	60	0.822	8	""	""	1	1	88	1	""
2018	12621	3	1062	East Tex. Baptist	-	TEAM	-	-	-	1	""	2	""	1	163	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2018	12621	3	1062	East Tex. Baptist	-	Totals	-	-	-	19	8	46	211	88	163	""	34	""	""	""	1599:50	27	1.519	62	0.697	3	""	""	""	2	70	3	""
2018	12621	3	1062	East Tex. Baptist	-	Opponent Totals	-	-	-	27	14	68	167	89	190	2	33	""	""	""	1599:50	19	1.069	69	0.784	8	""	""	""	""	76	""	""
2018	12621	3	203	East. Mennonite	-	TEAM	-	-	-	""	""	0	""	""	167	""	""	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	203	East. Mennonite	-	Totals	-	-	-	39	31	109	296	133	170	2	18	""	""	""	1576:27	29	1.656	104	0.782	2	""	""	""	1	109	2	""
2018	12621	3	203	East. Mennonite	-	Opponent Totals	-	-	-	29	22	80	275	133	152	""	19	""	""	""	1576:27	39	2.227	91	0.700	4	""	""	3	""	86	1	""
2018	12621	3	8968	Eastern	-	TEAM	-	-	-	2	""	4	""	2	100	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	1
2018	12621	3	8968	Eastern	-	Totals	-	-	-	36	29	101	278	135	195	1	20	""	""	""	1832:43	13	0.638	75	0.852	10	""	""	""	4	111	4	""
2018	12621	3	8968	Eastern	-	Opponent Totals	-	-	-	13	9	35	196	88	254	1	27	""	""	""	1832:43	36	1.768	99	0.733	2	""	""	""	2	86	2	""
2018	12621	3	200	Eastern Conn. St.	-	TEAM	-	-	-	""	""	0	""	""	154	""	""	""	3	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	200	Eastern Conn. St.	-	Totals	-	-	-	24	24	72	222	113	154	""	7	""	""	""	1695:49	17	0.902	104	0.860	8	""	""	1	""	96	1	""
2018	12621	3	200	Eastern Conn. St.	-	Opponent Totals	-	-	-	17	14	48	269	121	213	""	25	""	""	""	1695:49	24	1.274	89	0.788	5	""	""	""	1	85	1	""
2018	12621	3	1064	Eastern Nazarene	-	TEAM	-	-	-	""	""	0	""	""	177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	1064	Eastern Nazarene	-	Totals	-	-	-	6	3	15	102	44	194	1	15	""	""	""	1444:59	50	3.114	112	0.691	""	""	""	""	""	27	1	""
2018	12621	3	1064	Eastern Nazarene	-	Opponent Totals	-	-	-	50	41	141	368	162	154	""	7	""	""	""	1444:59	6	0.374	38	0.864	11	""	""	""	5	124	5	""
2018	12621	3	1066	Edgewood	-	TEAM	-	-	-	""	""	0	""	""	182	""	1	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1066	Edgewood	-	Totals	-	-	-	42	32	116	294	145	219	1	22	""	""	""	1535:23	30	1.759	87	0.744	6	""	""	""	6	111	7	""
2018	12621	3	1066	Edgewood	-	Opponent Totals	-	-	-	30	24	84	242	117	184	2	16	""	""	""	1535:23	42	2.462	103	0.710	1	""	""	""	2	88	2	""
2018	12621	3	211	Elizabethtown	-	TEAM	-	-	-	""	""	0	""	""	207	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	211	Elizabethtown	-	Totals	-	-	-	29	26	84	248	110	207	""	15	""	""	""	1775:33	25	1.267	62	0.713	7	""	""	""	2	97	2	""
2018	12621	3	211	Elizabethtown	-	Opponent Totals	-	-	-	25	17	67	207	87	221	3	22	""	""	""	1775:33	29	1.470	81	0.736	4	""	""	""	2	72	2	""
2018	12621	3	212	Elmhurst	-	TEAM	-	-	-	""	""	0	""	""	171	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	212	Elmhurst	-	Totals	-	-	-	27	23	77	218	99	187	2	25	""	""	""	1689:58	29	1.544	95	0.766	5	""	""	""	3	96	3	""
2018	12621	3	212	Elmhurst	-	Opponent Totals	-	-	-	29	23	81	287	117	191	5	21	""	""	""	1689:58	27	1.438	74	0.733	5	""	""	""	2	84	2	""
2018	12621	3	213	Elmira	-	TEAM	-	-	-	""	""	0	""	""	208	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	213	Elmira	-	Totals	-	-	-	10	7	27	124	42	208	""	24	""	""	""	1680:00	25	1.339	95	0.792	2	""	""	""	""	38	1	""
2018	12621	3	213	Elmira	-	Opponent Totals	-	-	-	25	23	73	309	120	213	2	26	""	""	""	1680:00	10	0.536	32	0.762	11	""	""	""	""	124	1	""
2018	12621	3	532	Elms	-	TEAM	-	-	-	""	""	0	""	""	263	""	""	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	532	Elms	-	Totals	-	-	-	33	24	90	271	128	283	1	36	""	""	""	1930:47	50	2.331	108	0.684	5	""	""	""	2	83	3	""
2018	12621	3	532	Elms	-	Opponent Totals	-	-	-	50	33	133	348	158	237	4	33	""	""	""	1930:47	33	1.538	95	0.742	6	""	""	""	2	121	3	""
2018	12621	3	214	Emerson	-	TEAM	-	-	-	""	""	0	""	""	180	""	""	""	2	""	""	0	""	""	""	""	""	""	2	""	""	""	""
2018	12621	3	214	Emerson	-	Totals	-	-	-	18	11	47	191	94	180	""	20	""	""	""	1572:27	40	2.289	91	0.695	4	""	""	2	2	64	5	""
2018	12621	3	214	Emerson	-	Opponent Totals	-	-	-	40	36	116	279	133	190	2	22	""	""	""	1572:27	18	1.030	76	0.809	8	""	""	""	1	86	1	""
2018	12621	3	215	Emmanuel (MA)	-	TEAM	-	-	-	""	""	0	""	""	146	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	215	Emmanuel (MA)	-	Totals	-	-	-	18	14	50	161	74	179	1	16	""	""	""	1851:50	38	1.847	153	0.801	4	""	""	1	1	72	2	""
